title,link
Dravet syndrome,https://en.wikipedia.org/wiki/Dravet_syndrome
Edwards syndrome,https://en.wikipedia.org/wiki/Edwards_syndrome
Ehlers–Danlos syndrome,https://en.wikipedia.org/wiki/Ehlers%E2%80%93Danlos_syndrome
Emanuel syndrome,https://en.wikipedia.org/wiki/Emanuel_syndrome
Emery–Dreifuss syndrome,https://en.wikipedia.org/wiki/Emery%E2%80%93Dreifuss_syndrome
Epidermolysis bullosa,https://en.wikipedia.org/wiki/Epidermolysis_bullosa
Erythropoietic protoporphyria,https://en.wikipedia.org/wiki/Erythropoietic_protoporphyria
Fanconi anemia,https://en.wikipedia.org/wiki/Fanconi_anemia
Fabry disease,https://en.wikipedia.org/wiki/Fabry_disease
Factor V Leiden thrombophilia,https://en.wikipedia.org/wiki/Factor_V_Leiden_thrombophilia
Fatal insomnia,https://en.wikipedia.org/wiki/Fatal_insomnia
Familial adenomatous polyposis,https://en.wikipedia.org/wiki/Familial_adenomatous_polyposis
Familial dysautonomia,https://en.wikipedia.org/wiki/Familial_dysautonomia
Feingold syndrome,https://en.wikipedia.org/wiki/Feingold_syndrome
FG syndrome,https://en.wikipedia.org/wiki/FG_syndrome
Fragile X syndrome,https://en.wikipedia.org/wiki/Fragile_X_syndrome
Friedreich's ataxia,https://en.wikipedia.org/wiki/Friedreich%27s_ataxia
G6PD deficiency,https://en.wikipedia.org/wiki/G6PD_deficiency
Galactosemia,https://en.wikipedia.org/wiki/Galactosemia
Gaucher disease,https://en.wikipedia.org/wiki/Gaucher_disease
Gerstmann–Sträussler–Scheinker syndrome,https://en.wikipedia.org/wiki/Gerstmann%E2%80%93Str%C3%A4ussler%E2%80%93Scheinker_syndrome
Gillespie syndrome,https://en.wikipedia.org/wiki/Gillespie_syndrome
Glutaric aciduria type 1,https://en.wikipedia.org/wiki/Glutaric_aciduria_type_1
GRACILE syndrome,https://en.wikipedia.org/wiki/GRACILE_syndrome
Griscelli syndrome,https://en.wikipedia.org/wiki/Griscelli_syndrome
Hailey–Hailey disease,https://en.wikipedia.org/wiki/Hailey%E2%80%93Hailey_disease
Harlequin type ichthyosis,https://en.wikipedia.org/wiki/Harlequin_type_ichthyosis
Hereditary haemochromatosis,https://en.wikipedia.org/wiki/Hereditary_haemochromatosis
Juvenile hemochromatosis,https://en.wikipedia.org/wiki/Juvenile_hemochromatosis
Haemochromatosis type 3,https://en.wikipedia.org/wiki/Haemochromatosis_type_3
Hemochromatosis type 4,https://en.wikipedia.org/wiki/Hemochromatosis_type_4
Iron overload,https://en.wikipedia.org/wiki/Iron_overload
Hemophilia,https://en.wikipedia.org/wiki/Hemophilia
Hepatoerythropoietic porphyria,https://en.wikipedia.org/wiki/Hepatoerythropoietic_porphyria
Hereditary hemorrhagic telangiectasia,https://en.wikipedia.org/wiki/Hereditary_hemorrhagic_telangiectasia
Hereditary inclusion body myopathy,https://en.wikipedia.org/wiki/Hereditary_inclusion_body_myopathy
Hereditary multiple exostoses,https://en.wikipedia.org/wiki/Hereditary_multiple_exostoses
Hereditary spastic paraplegia,https://en.wikipedia.org/wiki/Hereditary_spastic_paraplegia
Hermansky–Pudlak syndrome,https://en.wikipedia.org/wiki/Hermansky%E2%80%93Pudlak_syndrome
Hereditary neuropathy with liability to pressure palsies,https://en.wikipedia.org/wiki/Hereditary_neuropathy_with_liability_to_pressure_palsies
Heterotaxy,https://en.wikipedia.org/wiki/Heterotaxy
Homocystinuria,https://en.wikipedia.org/wiki/Homocystinuria
Huntington's disease,https://en.wikipedia.org/wiki/Huntington%27s_disease
Hunter syndrome,https://en.wikipedia.org/wiki/Hunter_syndrome
Hurler syndrome,https://en.wikipedia.org/wiki/Hurler_syndrome
Progeria,https://en.wikipedia.org/wiki/Progeria
Hyperlysinemia,https://en.wikipedia.org/wiki/Hyperlysinemia
"Hyperoxaluria, primary","https://en.wikipedia.org/wiki/Hyperoxaluria,_primary"
Hyperphenylalaninemia,https://en.wikipedia.org/wiki/Hyperphenylalaninemia
Hypoalphalipoproteinemia,https://en.wikipedia.org/wiki/Hypoalphalipoproteinemia
Hypochondrogenesis,https://en.wikipedia.org/wiki/Hypochondrogenesis
Hypochondroplasia,https://en.wikipedia.org/wiki/Hypochondroplasia
Immunodeficiency–centromeric instability–facial anomalies syndrome,https://en.wikipedia.org/wiki/Immunodeficiency%E2%80%93centromeric_instability%E2%80%93facial_anomalies_syndrome
Incontinentia pigmenti,https://en.wikipedia.org/wiki/Incontinentia_pigmenti
Ischiopatellar dysplasia,https://en.wikipedia.org/wiki/Ischiopatellar_dysplasia
Isodicentric 15,https://en.wikipedia.org/wiki/Isodicentric_15
Jackson–Weiss syndrome,https://en.wikipedia.org/wiki/Jackson%E2%80%93Weiss_syndrome
Jacobsen syndrome,https://en.wikipedia.org/wiki/Jacobsen_syndrome
Joubert syndrome,https://en.wikipedia.org/wiki/Joubert_syndrome
Juvenile primary lateral sclerosis,https://en.wikipedia.org/wiki/Juvenile_primary_lateral_sclerosis
Kleefstra syndrome,https://en.wikipedia.org/wiki/Kleefstra_syndrome
Kniest dysplasia,https://en.wikipedia.org/wiki/Kniest_dysplasia
Kosaki overgrowth syndrome,https://en.wikipedia.org/wiki/Kosaki_overgrowth_syndrome
Krabbe disease,https://en.wikipedia.org/wiki/Krabbe_disease
Kufor–Rakeb syndrome,https://en.wikipedia.org/wiki/Kufor%E2%80%93Rakeb_syndrome
LCAT deficiency,https://en.wikipedia.org/wiki/LCAT_deficiency
Lesch–Nyhan syndrome,https://en.wikipedia.org/wiki/Lesch%E2%80%93Nyhan_syndrome
Li–Fraumeni syndrome,https://en.wikipedia.org/wiki/Li%E2%80%93Fraumeni_syndrome
Limb-girdle muscular dystrophy,https://en.wikipedia.org/wiki/Limb-girdle_muscular_dystrophy
Lynch syndrome,https://en.wikipedia.org/wiki/Lynch_syndrome
"Lipoprotein lipase deficiency, familial","https://en.wikipedia.org/wiki/Lipoprotein_lipase_deficiency,_familial"
Malignant hyperthermia,https://en.wikipedia.org/wiki/Malignant_hyperthermia
Maple syrup urine disease,https://en.wikipedia.org/wiki/Maple_syrup_urine_disease
Marfan syndrome,https://en.wikipedia.org/wiki/Marfan_syndrome
Maroteaux–Lamy syndrome,https://en.wikipedia.org/wiki/Maroteaux%E2%80%93Lamy_syndrome
McCune–Albright syndrome,https://en.wikipedia.org/wiki/McCune%E2%80%93Albright_syndrome
McLeod syndrome,https://en.wikipedia.org/wiki/McLeod_syndrome
MEDNIK syndrome,https://en.wikipedia.org/wiki/MEDNIK_syndrome
"Mediterranean fever, familial","https://en.wikipedia.org/wiki/Mediterranean_fever,_familial"
Menkes disease,https://en.wikipedia.org/wiki/Menkes_disease
Methemoglobinemia,https://en.wikipedia.org/wiki/Methemoglobinemia#beta-globin_type
Methylmalonic acidemia,https://en.wikipedia.org/wiki/Methylmalonic_acidemia
Micro syndrome,https://en.wikipedia.org/wiki/Micro_syndrome
Microcephaly,https://en.wikipedia.org/wiki/Microcephaly
Miller-Dieker syndrome,https://en.wikipedia.org/wiki/Miller-Dieker_syndrome
Morquio syndrome,https://en.wikipedia.org/wiki/Morquio_syndrome
Mowat–Wilson syndrome,https://en.wikipedia.org/wiki/Mowat%E2%80%93Wilson_syndrome
Muenke syndrome,https://en.wikipedia.org/wiki/Muenke_syndrome
Multiple endocrine neoplasia type 1,https://en.wikipedia.org/wiki/Multiple_endocrine_neoplasia_type_1
Multiple endocrine neoplasia type 2,https://en.wikipedia.org/wiki/Multiple_endocrine_neoplasia_type_2
Muscular dystrophy,https://en.wikipedia.org/wiki/Muscular_dystrophy
"Muscular dystrophy, Duchenne and Becker type","https://en.wikipedia.org/wiki/Muscular_dystrophy,_Duchenne_and_Becker_type"
Myostatin-related muscle hypertrophy,https://en.wikipedia.org/wiki/Myostatin-related_muscle_hypertrophy
Myotonic dystrophy,https://en.wikipedia.org/wiki/Myotonic_dystrophy
Hyaluronidase deficiency,https://en.wikipedia.org/wiki/Hyaluronidase_deficiency
Neurofibromatosis type I,https://en.wikipedia.org/wiki/Neurofibromatosis_type_I
Neurofibromatosis type II,https://en.wikipedia.org/wiki/Neurofibromatosis_type_II
Niemann–Pick disease,https://en.wikipedia.org/wiki/Niemann%E2%80%93Pick_disease
Nonketotic hyperglycinemia,https://en.wikipedia.org/wiki/Nonketotic_hyperglycinemia
Nonsyndromic deafness,https://en.wikipedia.org/wiki/Nonsyndromic_deafness
Noonan syndrome,https://en.wikipedia.org/wiki/Noonan_syndrome
Norman–Roberts syndrome,https://en.wikipedia.org/wiki/Norman%E2%80%93Roberts_syndrome
Ogden Syndrome,https://en.wikipedia.org/wiki/Ogden_Syndrome
Omenn syndrome,https://en.wikipedia.org/wiki/Omenn_syndrome
Osteogenesis imperfecta,https://en.wikipedia.org/wiki/Osteogenesis_imperfecta
Pantothenate kinase-associated neurodegeneration,https://en.wikipedia.org/wiki/Pantothenate_kinase-associated_neurodegeneration
Patau syndrome,https://en.wikipedia.org/wiki/Patau_syndrome
Pyruvate carboxylase deficiency,https://en.wikipedia.org/wiki/Pyruvate_carboxylase_deficiency
Porphyria cutanea tarda,https://en.wikipedia.org/wiki/Porphyria_cutanea_tarda
Pendred syndrome,https://en.wikipedia.org/wiki/Pendred_syndrome
Peutz–Jeghers syndrome,https://en.wikipedia.org/wiki/Peutz%E2%80%93Jeghers_syndrome
Pfeiffer syndrome,https://en.wikipedia.org/wiki/Pfeiffer_syndrome
Phelan-McDermid syndrome,https://en.wikipedia.org/wiki/Phelan-McDermid_syndrome
Phenylketonuria,https://en.wikipedia.org/wiki/Phenylketonuria
Pipecolic acidemia,https://en.wikipedia.org/wiki/Pipecolic_acidemia
Pitt–Hopkins syndrome,https://en.wikipedia.org/wiki/Pitt%E2%80%93Hopkins_syndrome
Polycystic kidney disease,https://en.wikipedia.org/wiki/Polycystic_kidney_disease
Polycystic ovary syndrome,https://en.wikipedia.org/wiki/Polycystic_ovary_syndrome
Porphyria,https://en.wikipedia.org/wiki/Porphyria
Prader–Willi syndrome,https://en.wikipedia.org/wiki/Prader%E2%80%93Willi_syndrome
Primary ciliary dyskinesia,https://en.wikipedia.org/wiki/Primary_ciliary_dyskinesia
Primary pulmonary hypertension,https://en.wikipedia.org/wiki/Primary_pulmonary_hypertension
Protein C deficiency,https://en.wikipedia.org/wiki/Protein_C_deficiency
Protein S deficiency,https://en.wikipedia.org/wiki/Protein_S_deficiency
Proximal 18q-,https://en.wikipedia.org/wiki/Proximal_18q-
Pseudo-Gaucher disease,https://en.wikipedia.org/wiki/Pseudo-Gaucher_disease
Pseudoxanthoma elasticum,https://en.wikipedia.org/wiki/Pseudoxanthoma_elasticum
Retinitis pigmentosa,https://en.wikipedia.org/wiki/Retinitis_pigmentosa
Rett syndrome,https://en.wikipedia.org/wiki/Rett_syndrome
Roberts syndrome,https://en.wikipedia.org/wiki/Roberts_syndrome
Rubinstein–Taybi syndrome,https://en.wikipedia.org/wiki/Rubinstein%E2%80%93Taybi_syndrome
Sandhoff disease,https://en.wikipedia.org/wiki/Sandhoff_disease
Sanfilippo syndrome,https://en.wikipedia.org/wiki/Sanfilippo_syndrome
Schwartz–Jampel syndrome,https://en.wikipedia.org/wiki/Schwartz%E2%80%93Jampel_syndrome
Sjogren-Larsson syndrome,https://en.wikipedia.org/wiki/Sjogren-Larsson_syndrome
Spondyloepiphyseal dysplasia congenita,https://en.wikipedia.org/wiki/Spondyloepiphyseal_dysplasia_congenita
Shprintzen–Goldberg syndrome,https://en.wikipedia.org/wiki/Shprintzen%E2%80%93Goldberg_syndrome
Sickle cell anemia,https://en.wikipedia.org/wiki/Sickle_cell_anemia
Siderius X-linked mental retardation syndrome,https://en.wikipedia.org/wiki/Siderius_X-linked_mental_retardation_syndrome
Sideroblastic anemia,https://en.wikipedia.org/wiki/Sideroblastic_anemia
Sly syndrome,https://en.wikipedia.org/wiki/Sly_syndrome
Smith–Lemli–Opitz syndrome,https://en.wikipedia.org/wiki/Smith%E2%80%93Lemli%E2%80%93Opitz_syndrome
Smith–Magenis syndrome,https://en.wikipedia.org/wiki/Smith%E2%80%93Magenis_syndrome
Snyder–Robinson syndrome,https://en.wikipedia.org/wiki/Snyder%E2%80%93Robinson_syndrome
Spinal muscular atrophy,https://en.wikipedia.org/wiki/Spinal_muscular_atrophy
Spinocerebellar ataxia,https://en.wikipedia.org/wiki/Spinocerebellar_ataxia
SADDAN,https://en.wikipedia.org/wiki/SADDAN
Stargardt disease,https://en.wikipedia.org/wiki/Stargardt_disease
Stickler syndrome,https://en.wikipedia.org/wiki/Stickler_syndrome
"Spondyloepimetaphyseal dysplasia, Strudwick type","https://en.wikipedia.org/wiki/Spondyloepimetaphyseal_dysplasia,_Strudwick_type"
Tay–Sachs disease,https://en.wikipedia.org/wiki/Tay%E2%80%93Sachs_disease
Tetrahydrobiopterin deficiency,https://en.wikipedia.org/wiki/Tetrahydrobiopterin_deficiency
Thanatophoric dysplasia,https://en.wikipedia.org/wiki/Thanatophoric_dysplasia
Treacher Collins syndrome,https://en.wikipedia.org/wiki/Treacher_Collins_syndrome
Tuberous sclerosis,https://en.wikipedia.org/wiki/Tuberous_sclerosis
Turner syndrome,https://en.wikipedia.org/wiki/Turner_syndrome
Usher syndrome,https://en.wikipedia.org/wiki/Usher_syndrome
Variegate porphyria,https://en.wikipedia.org/wiki/Variegate_porphyria
Von Hippel–Lindau disease,https://en.wikipedia.org/wiki/Von_Hippel%E2%80%93Lindau_disease
Von Willebrand disease,https://en.wikipedia.org/wiki/Von_Willebrand_disease
Waardenburg syndrome,https://en.wikipedia.org/wiki/Waardenburg_syndrome
Trisomy 8,https://en.wikipedia.org/wiki/Trisomy_8
Weissenbacher–Zweymüller syndrome,https://en.wikipedia.org/wiki/Weissenbacher%E2%80%93Zweym%C3%BCller_syndrome
Williams syndrome,https://en.wikipedia.org/wiki/Williams_syndrome
Wilson disease,https://en.wikipedia.org/wiki/Wilson_disease
Woodhouse–Sakati syndrome,https://en.wikipedia.org/wiki/Woodhouse%E2%80%93Sakati_syndrome
Wolf–Hirschhorn syndrome,https://en.wikipedia.org/wiki/Wolf%E2%80%93Hirschhorn_syndrome
Xeroderma pigmentosum,https://en.wikipedia.org/wiki/Xeroderma_pigmentosum
Spinal and bulbar muscular atrophy,https://en.wikipedia.org/wiki/Spinal_and_bulbar_muscular_atrophy
Xp11.2 duplication,https://en.wikipedia.org/wiki/Xp11.2_duplication
X-linked severe combined immunodeficiency,https://en.wikipedia.org/wiki/X-linked_severe_combined_immunodeficiency
X-linked sideroblastic anemia,https://en.wikipedia.org/wiki/X-linked_sideroblastic_anemia
Triple X syndrome,https://en.wikipedia.org/wiki/Triple_X_syndrome
"48, XXXX","https://en.wikipedia.org/wiki/48,_XXXX"
"49,XXXXX","https://en.wikipedia.org/wiki/49,XXXXX"
"49,XXXXY","https://en.wikipedia.org/wiki/49,XXXXY"
"47,XYY syndrome","https://en.wikipedia.org/wiki/47,XYY_syndrome"
"48,XXYY","https://en.wikipedia.org/wiki/48,XXYY"
"48,XYYY","https://en.wikipedia.org/wiki/48,XYYY"
XXXY syndrome,https://en.wikipedia.org/wiki/XXXY_syndrome
"49,XYYYY","https://en.wikipedia.org/wiki/49,XYYYY"
Zellweger syndrome,https://en.wikipedia.org/wiki/Zellweger_syndrome
Chondrosarcoma,https://en.wikipedia.org/wiki/Chondrosarcoma
Ewing's sarcoma,https://en.wikipedia.org/wiki/Ewing%27s_sarcoma
Malignant fibrous histiocytoma,https://en.wikipedia.org/wiki/Malignant_fibrous_histiocytoma
Osteosarcoma,https://en.wikipedia.org/wiki/Osteosarcoma
Rhabdomyosarcoma,https://en.wikipedia.org/wiki/Rhabdomyosarcoma
Leiomyosarcoma,https://en.wikipedia.org/wiki/Leiomyosarcoma
Myxosarcoma,https://en.wikipedia.org/wiki/Myxosarcoma
Astrocytoma,https://en.wikipedia.org/wiki/Astrocytoma
Brainstem glioma,https://en.wikipedia.org/wiki/Brainstem_glioma
Pilocytic astrocytoma,https://en.wikipedia.org/wiki/Pilocytic_astrocytoma
Ependymoma,https://en.wikipedia.org/wiki/Ependymoma
Primitive neuroectodermal tumor,https://en.wikipedia.org/wiki/Primitive_neuroectodermal_tumor
Glioblastoma,https://en.wikipedia.org/wiki/Glioblastoma
Glioma,https://en.wikipedia.org/wiki/Glioma
Medulloblastoma,https://en.wikipedia.org/wiki/Medulloblastoma
Neuroblastoma,https://en.wikipedia.org/wiki/Neuroblastoma
Oligodendroglioma,https://en.wikipedia.org/wiki/Oligodendroglioma
Pinealoma,https://en.wikipedia.org/wiki/Pinealoma
Pituitary adenoma,https://en.wikipedia.org/wiki/Pituitary_adenoma
Hypothalamic glioma (page does not exist),https://en.wikipedia.org/w/index.php?title=Hypothalamic_glioma&action=edit&redlink=1
Breast cancer,https://en.wikipedia.org/wiki/Breast_cancer
Invasive lobular carcinoma,https://en.wikipedia.org/wiki/Invasive_lobular_carcinoma
Tubular carcinoma (page does not exist),https://en.wikipedia.org/w/index.php?title=Tubular_carcinoma&action=edit&redlink=1
Invasive cribriform carcinoma (page does not exist),https://en.wikipedia.org/w/index.php?title=Invasive_cribriform_carcinoma&action=edit&redlink=1
Medullary carcinoma,https://en.wikipedia.org/wiki/Medullary_carcinoma
Male breast cancer,https://en.wikipedia.org/wiki/Male_breast_cancer
Phyllodes tumor,https://en.wikipedia.org/wiki/Phyllodes_tumor
Adrenocortical carcinoma,https://en.wikipedia.org/wiki/Adrenocortical_carcinoma
Islet cell carcinoma,https://en.wikipedia.org/wiki/Islet_cell_carcinoma
Multiple endocrine neoplasia syndrome,https://en.wikipedia.org/wiki/Multiple_endocrine_neoplasia_syndrome
Parathyroid cancer,https://en.wikipedia.org/wiki/Parathyroid_cancer
Pheochromocytoma,https://en.wikipedia.org/wiki/Pheochromocytoma
Thyroid cancer,https://en.wikipedia.org/wiki/Thyroid_cancer
Merkel cell carcinoma,https://en.wikipedia.org/wiki/Merkel_cell_carcinoma
Uveal melanoma,https://en.wikipedia.org/wiki/Uveal_melanoma
Retinoblastoma,https://en.wikipedia.org/wiki/Retinoblastoma
Optic nerve glioma,https://en.wikipedia.org/wiki/Optic_nerve_glioma
Anal cancer,https://en.wikipedia.org/wiki/Anal_cancer
Appendix cancer,https://en.wikipedia.org/wiki/Appendix_cancer
Cholangiocarcinoma,https://en.wikipedia.org/wiki/Cholangiocarcinoma
Gastrointestinal carcinoid tumor,https://en.wikipedia.org/wiki/Gastrointestinal_carcinoid_tumor
Colorectal cancer,https://en.wikipedia.org/wiki/Colorectal_cancer
Extrahepatic (page does not exist),https://en.wikipedia.org/w/index.php?title=Extrahepatic&action=edit&redlink=1
Gallbladder cancer,https://en.wikipedia.org/wiki/Gallbladder_cancer
Gastric cancer,https://en.wikipedia.org/wiki/Gastric_cancer
Gastrointestinal stromal tumor,https://en.wikipedia.org/wiki/Gastrointestinal_stromal_tumor
Hepatocellular carcinoma,https://en.wikipedia.org/wiki/Hepatocellular_carcinoma
Pancreatic cancer,https://en.wikipedia.org/wiki/Pancreatic_cancer
Rectal cancer,https://en.wikipedia.org/wiki/Rectal_cancer
Small intestine cancer,https://en.wikipedia.org/wiki/Small_intestine_cancer
Bladder cancer,https://en.wikipedia.org/wiki/Bladder_cancer
Cervical cancer,https://en.wikipedia.org/wiki/Cervical_cancer
Endometrial cancer,https://en.wikipedia.org/wiki/Endometrial_cancer
Extragonadal (page does not exist),https://en.wikipedia.org/w/index.php?title=Extragonadal&action=edit&redlink=1
Ovarian cancer,https://en.wikipedia.org/wiki/Ovarian_cancer
Ovarian epithelial cancer,https://en.wikipedia.org/wiki/Ovarian_epithelial_cancer
Ovarian germ cell tumor,https://en.wikipedia.org/wiki/Ovarian_germ_cell_tumor
Penile cancer,https://en.wikipedia.org/wiki/Penile_cancer
Kidney cancer,https://en.wikipedia.org/wiki/Kidney_cancer
Renal cell carcinoma,https://en.wikipedia.org/wiki/Renal_cell_carcinoma
"Renal pelvis and ureter, transitional cell cancer (page does not exist)","https://en.wikipedia.org/w/index.php?title=Renal_pelvis_and_ureter,_transitional_cell_cancer&action=edit&redlink=1"
Prostate cancer,https://en.wikipedia.org/wiki/Prostate_cancer
Testicular cancer,https://en.wikipedia.org/wiki/Testicular_cancer
Gestational trophoblastic tumor,https://en.wikipedia.org/wiki/Gestational_trophoblastic_tumor
Ureter and renal pelvis (page does not exist),https://en.wikipedia.org/w/index.php?title=Ureter_and_renal_pelvis&action=edit&redlink=1
Urethral cancer,https://en.wikipedia.org/wiki/Urethral_cancer
Uterine sarcoma,https://en.wikipedia.org/wiki/Uterine_sarcoma
Vaginal cancer,https://en.wikipedia.org/wiki/Vaginal_cancer
Vulvar cancer,https://en.wikipedia.org/wiki/Vulvar_cancer
Wilms tumor,https://en.wikipedia.org/wiki/Wilms_tumor
Esophageal cancer,https://en.wikipedia.org/wiki/Esophageal_cancer
Head and neck cancer,https://en.wikipedia.org/wiki/Head_and_neck_cancer
Nasopharyngeal carcinoma,https://en.wikipedia.org/wiki/Nasopharyngeal_carcinoma
Oral cancer,https://en.wikipedia.org/wiki/Oral_cancer
Oropharyngeal cancer,https://en.wikipedia.org/wiki/Oropharyngeal_cancer
Paranasal sinus and nasal cavity cancer,https://en.wikipedia.org/wiki/Paranasal_sinus_and_nasal_cavity_cancer
Pharyngeal cancer,https://en.wikipedia.org/wiki/Pharyngeal_cancer
Salivary gland cancer,https://en.wikipedia.org/wiki/Salivary_gland_cancer
Hypopharyngeal cancer,https://en.wikipedia.org/wiki/Hypopharyngeal_cancer
Acute biphenotypic leukemia,https://en.wikipedia.org/wiki/Acute_biphenotypic_leukemia
Acute eosinophilic leukemia,https://en.wikipedia.org/wiki/Acute_eosinophilic_leukemia
Acute lymphoblastic leukemia,https://en.wikipedia.org/wiki/Acute_lymphoblastic_leukemia
Acute myeloid leukemia,https://en.wikipedia.org/wiki/Acute_myeloid_leukemia
Acute myeloid dendritic cell leukemia,https://en.wikipedia.org/wiki/Acute_myeloid_dendritic_cell_leukemia
AIDS-related lymphoma,https://en.wikipedia.org/wiki/AIDS-related_lymphoma
Anaplastic large cell lymphoma,https://en.wikipedia.org/wiki/Anaplastic_large_cell_lymphoma
Angioimmunoblastic T-cell lymphoma,https://en.wikipedia.org/wiki/Angioimmunoblastic_T-cell_lymphoma
B-cell prolymphocytic leukemia,https://en.wikipedia.org/wiki/B-cell_prolymphocytic_leukemia
Burkitt's lymphoma,https://en.wikipedia.org/wiki/Burkitt%27s_lymphoma
Chronic lymphocytic leukemia,https://en.wikipedia.org/wiki/Chronic_lymphocytic_leukemia
Chronic myelogenous leukemia,https://en.wikipedia.org/wiki/Chronic_myelogenous_leukemia
Cutaneous T-cell lymphoma,https://en.wikipedia.org/wiki/Cutaneous_T-cell_lymphoma
Diffuse large B-cell lymphoma,https://en.wikipedia.org/wiki/Diffuse_large_B-cell_lymphoma
Follicular lymphoma,https://en.wikipedia.org/wiki/Follicular_lymphoma
Hairy cell leukemia,https://en.wikipedia.org/wiki/Hairy_cell_leukemia
Hepatosplenic T-cell lymphoma,https://en.wikipedia.org/wiki/Hepatosplenic_T-cell_lymphoma
Hodgkin's lymphoma,https://en.wikipedia.org/wiki/Hodgkin%27s_lymphoma
Intravascular large B-cell lymphoma,https://en.wikipedia.org/wiki/Intravascular_large_B-cell_lymphoma
Large granular lymphocytic leukemia,https://en.wikipedia.org/wiki/Large_granular_lymphocytic_leukemia
Lymphoplasmacytic lymphoma,https://en.wikipedia.org/wiki/Lymphoplasmacytic_lymphoma
Lymphomatoid granulomatosis,https://en.wikipedia.org/wiki/Lymphomatoid_granulomatosis
Mantle cell lymphoma,https://en.wikipedia.org/wiki/Mantle_cell_lymphoma
Marginal zone B-cell lymphoma,https://en.wikipedia.org/wiki/Marginal_zone_B-cell_lymphoma
Mast cell leukemia,https://en.wikipedia.org/wiki/Mast_cell_leukemia
Mediastinal large B cell lymphoma,https://en.wikipedia.org/wiki/Mediastinal_large_B_cell_lymphoma
Myeloma,https://en.wikipedia.org/wiki/Myeloma
Myelodysplastic syndromes,https://en.wikipedia.org/wiki/Myelodysplastic_syndromes
Mucosa-associated lymphoid tissue lymphoma,https://en.wikipedia.org/wiki/Mucosa-associated_lymphoid_tissue_lymphoma
Mycosis fungoides,https://en.wikipedia.org/wiki/Mycosis_fungoides
Nodal marginal zone B cell lymphoma,https://en.wikipedia.org/wiki/Nodal_marginal_zone_B_cell_lymphoma
Non-Hodgkin lymphoma,https://en.wikipedia.org/wiki/Non-Hodgkin_lymphoma
Precursor B lymphoblastic leukemia,https://en.wikipedia.org/wiki/Precursor_B_lymphoblastic_leukemia
Primary central nervous system lymphoma,https://en.wikipedia.org/wiki/Primary_central_nervous_system_lymphoma
Primary cutaneous follicular lymphoma,https://en.wikipedia.org/wiki/Primary_cutaneous_follicular_lymphoma
Primary cutaneous immunocytoma,https://en.wikipedia.org/wiki/Primary_cutaneous_immunocytoma
Primary effusion lymphoma,https://en.wikipedia.org/wiki/Primary_effusion_lymphoma
Plasmablastic lymphoma,https://en.wikipedia.org/wiki/Plasmablastic_lymphoma
Sézary's disease,https://en.wikipedia.org/wiki/S%C3%A9zary%27s_disease
Splenic marginal zone lymphoma,https://en.wikipedia.org/wiki/Splenic_marginal_zone_lymphoma
T-cell prolymphocytic leukemia,https://en.wikipedia.org/wiki/T-cell_prolymphocytic_leukemia
Basal cell carcinoma,https://en.wikipedia.org/wiki/Basal_cell_carcinoma
Squamous cell carcinoma,https://en.wikipedia.org/wiki/Squamous_cell_carcinoma
Squamous cell skin cancer,https://en.wikipedia.org/wiki/Squamous_cell_skin_cancer
Sebaceous carcinoma,https://en.wikipedia.org/wiki/Sebaceous_carcinoma
Melanoma,https://en.wikipedia.org/wiki/Melanoma
Keratoacanthoma,https://en.wikipedia.org/wiki/Keratoacanthoma
Dermatofibrosarcoma protuberans,https://en.wikipedia.org/wiki/Dermatofibrosarcoma_protuberans
Adenocarcinoma of the lung,https://en.wikipedia.org/wiki/Adenocarcinoma_of_the_lung
Bronchial adenoma,https://en.wikipedia.org/wiki/Bronchial_adenoma
Small cell lung cancer,https://en.wikipedia.org/wiki/Small_cell_lung_cancer
Mesothelioma,https://en.wikipedia.org/wiki/Mesothelioma
Lung cancer,https://en.wikipedia.org/wiki/Lung_cancer#Non-small_cell_lung_carcinoma
Non-small-cell lung carcinoma,https://en.wikipedia.org/wiki/Non-small-cell_lung_carcinoma
Pleuropulmonary blastoma,https://en.wikipedia.org/wiki/Pleuropulmonary_blastoma
Laryngeal cancer,https://en.wikipedia.org/wiki/Laryngeal_cancer
Thymic carcinoma,https://en.wikipedia.org/wiki/Thymic_carcinoma
Squamous-cell carcinoma of the lung,https://en.wikipedia.org/wiki/Squamous-cell_carcinoma_of_the_lung
