title,link,en,de,fr,es,nl,ko,ceb,ar,sv,ru,hi,tr,zh,af
Myna,https://en.wikipedia.org/wiki/Myna,1,1,1,1,0,0,1,1,1,1,0,1,1,1
Narwhal,https://en.wikipedia.org/wiki/Narwhal,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Newt,https://en.wikipedia.org/wiki/Newt,1,0,1,1,1,1,1,1,1,0,0,1,1,1
Nightingale,https://en.wikipedia.org/wiki/Nightingale,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nilgai,https://en.wikipedia.org/wiki/Nilgai,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ocelot,https://en.wikipedia.org/wiki/Ocelot,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Octopus,https://en.wikipedia.org/wiki/Octopus,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Okapi,https://en.wikipedia.org/wiki/Okapi,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Oncilla,https://en.wikipedia.org/wiki/Oncilla,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Opossum,https://en.wikipedia.org/wiki/Opossum,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Orangutan,https://en.wikipedia.org/wiki/Orangutan,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Oryx,https://en.wikipedia.org/wiki/Oryx,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ostrich,https://en.wikipedia.org/wiki/Ostrich,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Otter,https://en.wikipedia.org/wiki/Otter,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ox,https://en.wikipedia.org/wiki/Ox,0,0,0,0,0,1,1,1,0,0,0,1,1,0
Owl,https://en.wikipedia.org/wiki/Owl,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Oyster,https://en.wikipedia.org/wiki/Oyster,1,0,1,1,0,0,1,1,1,1,0,1,1,1
Black panther,https://en.wikipedia.org/wiki/Black_panther,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Parrot,https://en.wikipedia.org/wiki/Parrot,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Panda,https://en.wikipedia.org/wiki/Panda,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Partridge,https://en.wikipedia.org/wiki/Partridge,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Peafowl,https://en.wikipedia.org/wiki/Peafowl,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Penguin,https://en.wikipedia.org/wiki/Penguin,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Pheasant,https://en.wikipedia.org/wiki/Pheasant,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Domestic pig,https://en.wikipedia.org/wiki/Domestic_pig,1,1,1,1,1,1,1,1,1,1,1,1,1,1
List of pig breeds,https://en.wikipedia.org/wiki/List_of_pig_breeds,0,0,0,1,0,1,1,1,1,1,1,1,0,1
Pork,https://en.wikipedia.org/wiki/Pork,1,0,0,0,0,1,1,0,0,0,1,0,1,0
Ham,https://en.wikipedia.org/wiki/Ham,1,0,0,0,0,0,1,1,0,0,1,0,0,0
Bacon,https://en.wikipedia.org/wiki/Bacon,1,0,0,0,0,0,1,1,0,0,1,0,0,0
Pigeon,https://en.wikipedia.org/wiki/Pigeon,1,1,1,1,1,1,1,1,1,1,0,1,1,1
List of pigeon breeds,https://en.wikipedia.org/wiki/List_of_pigeon_breeds,0,0,0,1,0,1,1,1,1,1,0,1,1,1
Squab (food),https://en.wikipedia.org/wiki/Squab_(food),1,0,0,1,0,1,1,0,1,0,0,1,0,1
Pika,https://en.wikipedia.org/wiki/Pika,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Polar bear,https://en.wikipedia.org/wiki/Polar_bear,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Pony,https://en.wikipedia.org/wiki/Pony,0,0,1,0,0,0,1,0,0,1,1,0,0,1
Porcupine,https://en.wikipedia.org/wiki/Porcupine,1,0,1,0,0,0,1,1,0,1,1,0,1,1
Porpoise,https://en.wikipedia.org/wiki/Porpoise,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Prairie dog,https://en.wikipedia.org/wiki/Prairie_dog,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Pug,https://en.wikipedia.org/wiki/Pug,1,1,1,1,1,0,1,0,1,1,1,1,1,1
Quail,https://en.wikipedia.org/wiki/Quail,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Quelea,https://en.wikipedia.org/wiki/Quelea,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Quetzal,https://en.wikipedia.org/wiki/Quetzal,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Rabbit,https://en.wikipedia.org/wiki/Rabbit,1,0,1,1,1,1,1,1,0,1,1,1,1,1
List of rabbit breeds,https://en.wikipedia.org/wiki/List_of_rabbit_breeds,0,0,0,1,0,1,1,1,0,0,1,1,1,1
Sheep,https://en.wikipedia.org/wiki/Sheep,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rat,https://en.wikipedia.org/wiki/Rat,1,1,1,1,1,1,1,0,1,1,1,1,1,1
List of rat species,https://en.wikipedia.org/wiki/List_of_rat_species,1,1,1,1,1,1,1,0,1,1,1,1,1,1
Raven,https://en.wikipedia.org/wiki/Raven,0,1,1,1,1,0,1,1,1,1,1,1,1,1
Red deer,https://en.wikipedia.org/wiki/Red_deer,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Red panda,https://en.wikipedia.org/wiki/Red_panda,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Reindeer,https://en.wikipedia.org/wiki/Reindeer,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Rhea (bird),https://en.wikipedia.org/wiki/Rhea_(bird),1,1,1,1,1,1,1,1,1,1,0,1,1,1
Rhinoceros,https://en.wikipedia.org/wiki/Rhinoceros,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Rook (bird),https://en.wikipedia.org/wiki/Rook_(bird),1,1,1,1,1,0,1,1,1,1,0,1,1,1
Saki monkey,https://en.wikipedia.org/wiki/Saki_monkey,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Salamander,https://en.wikipedia.org/wiki/Salamander,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Salmon,https://en.wikipedia.org/wiki/Salmon,1,0,1,1,1,1,1,1,1,1,1,1,0,1
Sand dollar,https://en.wikipedia.org/wiki/Sand_dollar,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sandpiper,https://en.wikipedia.org/wiki/Sandpiper,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sardine,https://en.wikipedia.org/wiki/Sardine,0,1,1,0,1,1,1,0,1,0,1,1,1,1
Common tsessebe,https://en.wikipedia.org/wiki/Common_tsessebe,1,0,1,1,1,1,1,1,1,1,1,1,1,1
Sea lion,https://en.wikipedia.org/wiki/Sea_lion,1,0,1,1,1,1,1,1,1,1,1,1,1,1
Seahorse,https://en.wikipedia.org/wiki/Seahorse,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Pinniped,https://en.wikipedia.org/wiki/Pinniped,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Serval,https://en.wikipedia.org/wiki/Serval,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Shark,https://en.wikipedia.org/wiki/Shark,1,1,1,1,1,1,1,1,1,1,1,1,1,1
List of sheep breeds,https://en.wikipedia.org/wiki/List_of_sheep_breeds,0,0,0,1,0,1,1,0,1,1,1,1,1,1
Shrew,https://en.wikipedia.org/wiki/Shrew,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Shrike,https://en.wikipedia.org/wiki/Shrike,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Siamang,https://en.wikipedia.org/wiki/Siamang,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Skink,https://en.wikipedia.org/wiki/Skink,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Skipper (butterfly),https://en.wikipedia.org/wiki/Skipper_(butterfly),1,1,1,1,1,1,1,1,1,1,1,1,1,1
Skunk,https://en.wikipedia.org/wiki/Skunk,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sloth,https://en.wikipedia.org/wiki/Sloth,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Snail,https://en.wikipedia.org/wiki/Snail,1,1,1,1,1,1,1,1,1,1,0,1,1,0
Escargot,https://en.wikipedia.org/wiki/Escargot,0,0,1,0,0,0,1,1,0,0,0,1,0,0
Snake,https://en.wikipedia.org/wiki/Snake,1,1,1,1,1,1,1,1,1,1,0,1,1,1
List of snake genera,https://en.wikipedia.org/wiki/List_of_snake_genera,0,1,1,1,1,1,1,1,1,1,0,1,1,1
Spider,https://en.wikipedia.org/wiki/Spider,1,1,1,1,1,1,1,1,1,1,0,1,1,1
List of spider common names,https://en.wikipedia.org/wiki/List_of_spider_common_names,0,0,1,1,1,1,1,1,1,0,0,1,1,1
Spoonbill,https://en.wikipedia.org/wiki/Spoonbill,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Squid,https://en.wikipedia.org/wiki/Squid,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Squirrel,https://en.wikipedia.org/wiki/Squirrel,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Starling,https://en.wikipedia.org/wiki/Starling,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Stilt,https://en.wikipedia.org/wiki/Stilt,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Swan,https://en.wikipedia.org/wiki/Swan,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tamarin,https://en.wikipedia.org/wiki/Tamarin,1,1,1,1,1,1,1,0,1,1,1,1,1,1
Tapir,https://en.wikipedia.org/wiki/Tapir,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tarsier,https://en.wikipedia.org/wiki/Tarsier,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Termite,https://en.wikipedia.org/wiki/Termite,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Thrush (bird),https://en.wikipedia.org/wiki/Thrush_(bird),1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tiger,https://en.wikipedia.org/wiki/Tiger,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Toad,https://en.wikipedia.org/wiki/Toad,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Topi,https://en.wikipedia.org/wiki/Topi,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Toucan,https://en.wikipedia.org/wiki/Toucan,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Turaco,https://en.wikipedia.org/wiki/Turaco,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Domesticated turkey,https://en.wikipedia.org/wiki/Domesticated_turkey,1,0,1,1,1,1,1,1,0,1,1,1,1,1
List of turkey breeds,https://en.wikipedia.org/wiki/List_of_turkey_breeds,0,0,0,1,1,1,1,1,0,0,1,1,1,1
Turtle,https://en.wikipedia.org/wiki/Turtle,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Vicuña,https://en.wikipedia.org/wiki/Vicu%C3%B1a,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Thelyphonida,https://en.wikipedia.org/wiki/Thelyphonida,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Viper,https://en.wikipedia.org/wiki/Viper,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Vulture,https://en.wikipedia.org/wiki/Vulture,1,0,1,1,0,0,1,1,0,1,0,1,1,1
Wallaby,https://en.wikipedia.org/wiki/Wallaby,0,1,1,1,0,0,1,0,1,0,1,0,1,1
Walrus,https://en.wikipedia.org/wiki/Walrus,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Wasp,https://en.wikipedia.org/wiki/Wasp,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Water buffalo,https://en.wikipedia.org/wiki/Water_buffalo,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Carabeef,https://en.wikipedia.org/wiki/Carabeef,0,0,1,1,1,0,1,1,1,1,0,1,1,1
Waxwing,https://en.wikipedia.org/wiki/Waxwing,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Weasel,https://en.wikipedia.org/wiki/Weasel,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Whale,https://en.wikipedia.org/wiki/Whale,1,1,1,1,0,0,1,1,1,1,0,1,0,1
Blubber,https://en.wikipedia.org/wiki/Blubber,0,0,0,0,0,0,1,1,0,0,0,1,0,1
Wobbegong,https://en.wikipedia.org/wiki/Wobbegong,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Wolf,https://en.wikipedia.org/wiki/Wolf,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Wolverine,https://en.wikipedia.org/wiki/Wolverine,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Wombat,https://en.wikipedia.org/wiki/Wombat,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Woodpecker,https://en.wikipedia.org/wiki/Woodpecker,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Worm,https://en.wikipedia.org/wiki/Worm,0,0,1,0,1,0,1,0,0,1,1,0,0,1
Wren,https://en.wikipedia.org/wiki/Wren,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Domestic Yak,https://en.wikipedia.org/wiki/Domestic_Yak,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Zebra,https://en.wikipedia.org/wiki/Zebra,1,1,1,1,1,1,0,1,1,1,1,1,1,1
